Report_ID,Report.Status,Publication.Date,Injury.Severity,Broad.phase.of.flight,Weather.Condition,Location,Investigation.Type
4306,Probable Cause,12/1/1985,Non-Fatal,Maneuvering,VMC,"EDMOND, OK",Accident
4307,Probable Cause,12/2/1985,Non-Fatal,Takeoff,VMC,"LAKE, MI",Accident
4308,Probable Cause,12/3/1985,Non-Fatal,Go-around,VMC,"GIRDWOOD, AK",Accident
4309,Probable Cause,12/4/1985,Non-Fatal,Landing,VMC,GULF OF MEXICO,Accident
4310,Probable Cause,12/5/1985,Fatal(1),Cruise,VMC,"PERRY, FL",Accident
4311,Probable Cause,12/6/1985,Non-Fatal,Landing,VMC,"CASA GRANDE, AZ",Accident
4312,Probable Cause,12/7/1985,Non-Fatal,Cruise,VMC,"SALT LAKE CITY, UT",Accident
4313,Probable Cause,12/8/1985,Non-Fatal,Takeoff,VMC,"OLD HARBOR, AK",Incident
4314,Probable Cause,12/9/1985,Non-Fatal,Cruise,IMC,"DIXIE, ID",Accident
4315,Probable Cause,12/10/1985,Non-Fatal,Landing,VMC,"JAMAICA, NY",Accident
4316,Probable Cause,12/11/1985,Non-Fatal,Landing,IMC,"WEST JEFFERSON, OH",Accident
4317,Probable Cause,12/12/1985,Fatal(1),Approach,VMC,"BRUNSWICK, GA",Accident
4318,Probable Cause,12/13/1985,Non-Fatal,Maneuvering,VMC,"LEXINGTON, NC",Accident
4319,Probable Cause,12/14/1985,Non-Fatal,Takeoff,VMC,"WAYNESBURG, PA",Accident
4320,Probable Cause,12/15/1985,Non-Fatal,Approach,VMC,"FT. PIERCE, FL",Accident
4321,Probable Cause,12/16/1985,Non-Fatal,Takeoff,VMC,"TALLAHASSEE, FL",Accident
4322,Probable Cause,12/17/1985,Non-Fatal,Landing,VMC,"VERO BEACH, FL",Accident
4323,Probable Cause,12/18/1985,Non-Fatal,Takeoff,VMC,"PLENTYWOOD, MT",Accident
4324,Probable Cause,12/19/1985,Non-Fatal,Approach,IMC,"HOLLAND, MI",Accident
4325,Probable Cause,12/20/1985,Non-Fatal,Landing,VMC,"KANKAKEE, IL",Accident
4326,Probable Cause,12/21/1985,Non-Fatal,Maneuvering,VMC,"PALM BAY, FL",Accident
4327,Probable Cause,12/22/1985,Fatal(1),Takeoff,VMC,"AUBURN, CA",Accident
4328,Probable Cause,12/23/1985,Non-Fatal,Cruise,VMC,"MOBILE, AL",Accident
4329,Probable Cause,12/24/1985,Non-Fatal,Landing,VMC,"WEST CHESTER, PA",Accident
4330,Probable Cause,12/25/1985,Non-Fatal,Maneuvering,VMC,"BLOCK ISLAND, RI",Accident
4331,Probable Cause,12/26/1985,Fatal(2),Cruise,VMC,"WESTON, TX",Accident
4332,Probable Cause,12/27/1985,Non-Fatal,Climb,IMC,"HULETT, WY",Accident
4333,Probable Cause,12/28/1985,Fatal(6),Cruise,IMC,"CHARLESTON, WV",Accident
4334,Probable Cause,12/29/1985,Non-Fatal,Approach,VMC,"LITTLE ROCK, AR",Accident
4335,Probable Cause,12/30/1985,Fatal(6),Landing,VMC,"HOLLYWOOD, FL",Accident
4336,Probable Cause,12/31/1985,Fatal(2),Cruise,IMC,"MIDDLETON, WI",Accident
4337,Probable Cause,1/1/1986,Non-Fatal,Takeoff,VMC,"NEAR RAINIER, OR",Accident
4338,Probable Cause,1/2/1986,Non-Fatal,Approach,IMC,"ROCHESTER, NY",Accident
4339,Probable Cause,1/3/1986,Non-Fatal,Landing,VMC,"WEST MIFFLIN, PA",Accident
4340,Probable Cause,1/4/1986,Non-Fatal,Maneuvering,VMC,"NORFOLK, MA",Accident
4341,Probable Cause,1/5/1986,Non-Fatal,Maneuvering,VMC,"SAN CARLOS, CA",Accident
4342,Probable Cause,1/6/1986,Non-Fatal,Cruise,VMC,"AUSTIN, TX",Accident
4343,Probable Cause,1/7/1986,Fatal(1),Cruise,IMC,"ASHLAND, MT",Accident
4344,Probable Cause,1/8/1986,Non-Fatal,Takeoff,VMC,"KECHI, KS",Accident
4345,Probable Cause,1/9/1986,Non-Fatal,Descent,VMC,"BLUEFIELD, WV",Accident
4346,Probable Cause,1/10/1986,Non-Fatal,Landing,VMC,"FRISCO, NC",Accident
4347,Probable Cause,1/11/1986,Non-Fatal,Landing,VMC,"WILLIAMSON, NY",Accident
4348,Probable Cause,1/12/1986,Non-Fatal,Taxi,VMC,"MODESTO, CA",Accident
4349,Probable Cause,1/13/1986,Non-Fatal,Landing,VMC,"LIKELY, CA",Accident
4350,Probable Cause,1/14/1986,Fatal(1),Takeoff,VMC,"OCEANA, CA",Accident
4351,Probable Cause,1/15/1986,Incident,Landing,VMC,"RIVERSIDE, CA",Accident
4352,Probable Cause,1/16/1986,Non-Fatal,Approach,VMC,"LITTLE, OK",Accident
4353,Probable Cause,1/17/1986,Non-Fatal,Landing,VMC,"BLUE BELL, PA",Accident
4354,Probable Cause,1/18/1986,Non-Fatal,Landing,VMC,"DFW AIRPORT, TX",Incident
4355,Probable Cause,1/19/1986,Non-Fatal,Cruise,VMC,"ROGUE RIVER, OR",Accident
4356,Probable Cause,1/20/1986,Non-Fatal,Landing,VMC,"BLANCHARD, ID",Accident
4357,Probable Cause,1/21/1986,Non-Fatal,Cruise,VMC,"WILLISTON, FL",Accident
4358,Probable Cause,1/22/1986,Non-Fatal,Landing,VMC,"VERO BEACH, FL",Accident
4359,Probable Cause,1/23/1986,Non-Fatal,Takeoff,VMC,"PENSACOLA, FL",Accident
4360,Probable Cause,1/24/1986,Fatal(1),Climb,VMC,"DAVIS, CA",Accident
4361,Probable Cause,1/25/1986,Fatal(1),Cruise,VMC,"EL MONTE, CA",Accident
4362,Probable Cause,1/26/1986,Non-Fatal,Cruise,VMC,"FLAGSTAFF, AZ",Accident
4363,Probable Cause,1/27/1986,Fatal(2),Cruise,VMC,"PRAGUE, OK",Accident
4364,Probable Cause,1/28/1986,Fatal(1),Takeoff,IMC,"BREAUX BRIDGE, LA",Accident
4365,Probable Cause,1/29/1986,Incident,Takeoff,VMC,"JEFFERSON, TX",Accident
4366,Probable Cause,1/30/1986,Non-Fatal,Landing,VMC,"ALEXANDRIA, MN",Accident
4367,Probable Cause,1/31/1986,Non-Fatal,Landing,IMC,"HARRISON, MI",Accident
4368,Probable Cause,2/1/1986,Non-Fatal,Landing,VMC,"DESTIN, FL",Accident
4369,Probable Cause,2/2/1986,Non-Fatal,Cruise,VMC,"NORTH BEND, OR",Accident
4370,Probable Cause,2/3/1986,Non-Fatal,Maneuvering,VMC,"ERWINNA, PA",Accident
4371,Probable Cause,2/4/1986,Non-Fatal,Takeoff,VMC,"AXTELL, NE",Accident
4372,Probable Cause,2/5/1986,Non-Fatal,Approach,VMC,"CEDAR KEY, FL",Accident
4373,Probable Cause,2/6/1986,Non-Fatal,Approach,VMC,"LONG BEACH, CA",Accident
4374,Probable Cause,2/7/1986,Non-Fatal,Landing,VMC,"YOUNG, AZ",Accident
4375,Probable Cause,2/8/1986,Non-Fatal,Landing,VMC,"LINDSAY, CA",Accident
4376,Probable Cause,2/9/1986,Non-Fatal,Landing,VMC,"LE GRAND, CA",Accident
4377,Probable Cause,2/10/1986,Non-Fatal,Landing,VMC,"COTULLA, TX",Accident
4378,Probable Cause,2/11/1986,Fatal(1),Cruise,VMC,"BELFIELD, ND",Accident
4379,Probable Cause,2/12/1986,Fatal(1),Takeoff,VMC,"MICHIGAN CITY, IN",Accident
4380,Probable Cause,2/13/1986,Fatal(1),Unknown,VMC,"ST. MARYS, GA",Accident
4381,Probable Cause,2/14/1986,Non-Fatal,Takeoff,VMC,"BETTLES, AK",Accident
4382,Probable Cause,2/15/1986,Non-Fatal,Landing,VMC,"CHUGIAK, AK",Accident
4383,Probable Cause,2/16/1986,Non-Fatal,Approach,VMC,"SOCORRO, NM",Accident
4384,Probable Cause,2/17/1986,Non-Fatal,Landing,VMC,"GREENVILLE, TX",Accident
4385,Probable Cause,2/18/1986,Non-Fatal,Approach,VMC,"HAINES, OR",Accident
4386,Probable Cause,2/19/1986,Non-Fatal,Landing,IMC,"MIDDLEBORO, MA",Accident
4387,Probable Cause,2/20/1986,Non-Fatal,Takeoff,VMC,"EL CAMPO, TX",Accident
4388,Probable Cause,2/21/1986,Fatal(1),Approach,IMC,"SPICEWOOD, TX",Accident
4389,Probable Cause,2/22/1986,Non-Fatal,Cruise,VMC,"NEAR ALMIRA, WA",Accident
4390,Probable Cause,2/23/1986,Non-Fatal,Landing,VMC,"NEAR NORDM, ID",Accident
4391,Probable Cause,2/24/1986,Non-Fatal,Landing,VMC,"MARTINSDALE, MT",Accident
4392,Probable Cause,2/25/1986,Non-Fatal,Takeoff,VMC,"MCGRATH, AK",Incident
4393,Probable Cause,2/26/1986,Non-Fatal,Landing,VMC,"CHENEYVILLE, LA",Accident
4394,Probable Cause,2/27/1986,Non-Fatal,Approach,VMC,"FOND DU LAC, WI",Accident
4395,Probable Cause,2/28/1986,Non-Fatal,Takeoff,VMC,"PEORIA, IL",Accident
4396,Probable Cause,3/1/1986,Fatal(1),Takeoff,UNK,"RICE LAKE, WI",Accident
4397,Probable Cause,3/2/1986,Non-Fatal,Approach,IMC,"ADAMS, TN",Accident
4398,Probable Cause,3/3/1986,Fatal(4),Go-around,VMC,"DALLAS, TX",Accident
4399,Probable Cause,3/4/1986,Non-Fatal,Takeoff,VMC,"2NM E. OF BLYN, WA",Accident
4400,Probable Cause,3/5/1986,Non-Fatal,Takeoff,VMC,"LARAMIE, WY",Accident
4401,Probable Cause,3/6/1986,Non-Fatal,Maneuvering,VMC,"HENDERSONVILLE, NC",Accident
4402,Probable Cause,3/7/1986,Non-Fatal,Approach,VMC,"TRENTON, NE",Accident
4403,Probable Cause,3/8/1986,Non-Fatal,Landing,VMC,"NEW BRAUNFELS, TX",Accident
4404,Probable Cause,3/9/1986,Non-Fatal,Cruise,VMC,"SEARCY, AR",Accident
4405,Probable Cause,3/10/1986,Fatal(1),Go-around,VMC,"GAGE, OK",Accident
4406,Probable Cause,3/11/1986,Incident,Taxi,VMC,"CLINTON, MD",Accident
4407,Probable Cause,3/12/1986,Non-Fatal,Takeoff,VMC,"NOME, AK",Accident
4408,Probable Cause,3/13/1986,Non-Fatal,Landing,VMC,"HOLLANDALE, MN",Accident
4409,Probable Cause,3/14/1986,Non-Fatal,Landing,VMC,"BIRMINGHAM, AL",Accident
4410,Probable Cause,3/15/1986,Non-Fatal,Maneuvering,VMC,"ZELLWOOD, FL",Accident
4411,Probable Cause,3/16/1986,Non-Fatal,Takeoff,VMC,"ODESSA, TX",Accident
4412,Probable Cause,3/17/1986,Non-Fatal,Unknown,VMC,"MIDDLETON, WI",Accident
4413,Probable Cause,3/18/1986,Non-Fatal,Landing,VMC,"NEW HOPE, AL",Accident
4414,Probable Cause,3/19/1986,Non-Fatal,Takeoff,VMC,"WEST MIFFLIN, PA",Accident
4415,Probable Cause,3/20/1986,Non-Fatal,Cruise,VMC,"ALTUS, OK",Accident
4416,Probable Cause,3/21/1986,Non-Fatal,Takeoff,VMC,"CHAMPAIGN, IL",Accident
4417,Probable Cause,3/22/1986,Non-Fatal,Landing,VMC,"MADISON, WI",Accident
4418,Probable Cause,3/23/1986,Non-Fatal,Cruise,VMC,"PRESTONBURG, KY",Accident
4419,Probable Cause,3/24/1986,Non-Fatal,Landing,VMC,"LEBANON, OR",Accident
4420,Probable Cause,3/25/1986,Non-Fatal,Approach,VMC,"MILLBROOK, NY",Accident
4421,Probable Cause,3/26/1986,Non-Fatal,Standing,VMC,"CHINO, CA",Accident
4422,Probable Cause,3/27/1986,Non-Fatal,Approach,VMC,"YOUNGSTOWN, OH",Accident
4423,Probable Cause,3/28/1986,Non-Fatal,Takeoff,VMC,"ANCHORAGE, AK",Incident
4424,Probable Cause,3/29/1986,Non-Fatal,Takeoff,VMC,"ASHLEY FALLS, MA",Accident
4425,Probable Cause,3/30/1986,Non-Fatal,Landing,VMC,"VAN HORN, TX",Accident
4426,Probable Cause,3/31/1986,Non-Fatal,Landing,VMC,"ANTHONY, NM",Accident
4427,Probable Cause,4/1/1986,Non-Fatal,Maneuvering,VMC,"LEADVILLE, CO",Accident
4428,Probable Cause,4/2/1986,Non-Fatal,Approach,VMC,"KALISPELL, MT",Accident
4429,Probable Cause,4/3/1986,Non-Fatal,Landing,VMC,"ASHTABULA, OH",Accident
4430,Probable Cause,4/4/1986,Non-Fatal,Landing,VMC,"FRANKFORT, IL",Accident
4431,Probable Cause,4/5/1986,Non-Fatal,Landing,VMC,"CADIZ, OH",Accident
4432,Probable Cause,4/6/1986,Non-Fatal,Landing,VMC,"WADSWORTH, OH",Accident
4433,Probable Cause,4/7/1986,Fatal(1),Cruise,IMC,"PILLAGER, MN",Accident
4434,Probable Cause,4/8/1986,Non-Fatal,Takeoff,VMC,"NOME, AK",Accident
4435,Probable Cause,4/9/1986,Non-Fatal,Approach,VMC,"CHANDLER, AZ",Accident
4436,Probable Cause,4/10/1986,Non-Fatal,Maneuvering,VMC,"SPEARMAN, TX",Accident
4437,Probable Cause,4/11/1986,Non-Fatal,Takeoff,VMC,"GRAND JUNCTION, CO",Accident
4438,Probable Cause,4/12/1986,Non-Fatal,Approach,VMC,"FT. SMITH, MT",Accident
4439,Probable Cause,4/13/1986,Non-Fatal,Approach,VMC,"CHAMPAIGN, IL",Accident
4440,Probable Cause,4/14/1986,Non-Fatal,Landing,VMC,"MT. PLEASANT, MI",Accident
4441,Probable Cause,4/15/1986,Non-Fatal,Cruise,VMC,"EDWARDSVILLE, IL",Accident
4442,Probable Cause,4/16/1986,Non-Fatal,Landing,VMC,"ANAHUAC, TX",Accident
4443,Probable Cause,4/17/1986,Non-Fatal,Takeoff,VMC,"GREENCASTLE, IN",Accident
4444,Probable Cause,4/18/1986,Incident,Takeoff,VMC,"SOLDOTNA, AK",Accident
4445,Probable Cause,4/19/1986,Non-Fatal,Landing,VMC,"KEOSAUQUA, IA",Accident
4446,Probable Cause,4/20/1986,Non-Fatal,Landing,VMC,"MIAMI, FL",Accident
4447,Probable Cause,4/21/1986,Non-Fatal,Landing,VMC,"MIDDLETON, OH",Accident
4448,Probable Cause,4/22/1986,Non-Fatal,Maneuvering,VMC,"GETTYSBURG, PA",Accident
4449,Probable Cause,4/23/1986,Non-Fatal,Maneuvering,VMC,"ROCK SPRINGS, WY",Accident
4450,Probable Cause,4/24/1986,Non-Fatal,Landing,VMC,"ROCK SPRINGS, WY",Accident
4451,Probable Cause,4/25/1986,Fatal(3),Cruise,VMC,"HAVANA, IL",Accident
4452,Probable Cause,4/26/1986,Fatal(1),Descent,VMC,"MALAD CITY, ID",Accident
4453,Probable Cause,4/27/1986,Non-Fatal,Landing,VMC,"WITCHITA, KS",Accident
4454,Probable Cause,4/28/1986,Non-Fatal,Climb,VMC,"MINNEAPOLIS, MN",Accident
4455,Probable Cause,4/29/1986,Non-Fatal,Landing,VMC,"PLATTEVILLE, WI",Accident
4456,Probable Cause,4/30/1986,Non-Fatal,Landing,VMC,"NEW HOPE, AL",Accident
4457,Probable Cause,5/1/1986,Non-Fatal,Approach,VMC,"ANN ARBOR, MI",Accident
4458,Probable Cause,5/2/1986,Non-Fatal,Takeoff,VMC,"NORWALK, OH",Accident
4459,Probable Cause,5/3/1986,Non-Fatal,Takeoff,VMC,"LAKEVIEW, OR",Accident
4460,Probable Cause,5/4/1986,Non-Fatal,Takeoff,VMC,"HAMMONTON, NJ",Accident
4461,Probable Cause,5/5/1986,Non-Fatal,Landing,VMC,"MINATARE, NE",Accident
4462,Probable Cause,5/6/1986,Non-Fatal,Takeoff,VMC,"SPRINGFIELD, MO",Accident
4463,Probable Cause,5/7/1986,Non-Fatal,Landing,VMC,"DAYTONA BEACH, FL",Accident
4464,Probable Cause,5/8/1986,Non-Fatal,Takeoff,VMC,"MORRILTON, AR",Accident
4465,Probable Cause,5/9/1986,Non-Fatal,Maneuvering,VMC,"WINSBORO, LA",Accident
4466,Probable Cause,5/10/1986,Non-Fatal,Takeoff,VMC,"SCHAUMBURG, IL",Accident
4467,Probable Cause,5/11/1986,Non-Fatal,Takeoff,VMC,"IRVINE, KY",Accident
4468,Probable Cause,5/12/1986,Non-Fatal,Landing,VMC,"KENNESAW, GA",Accident
4469,Probable Cause,5/13/1986,Non-Fatal,Takeoff,VMC,"EVERETT, WA",Accident
4470,Probable Cause,5/14/1986,Non-Fatal,Cruise,VMC,"DANIA, FL",Accident
4471,Probable Cause,5/15/1986,Fatal(2),Maneuvering,VMC,"THOMASVILLE, PA",Accident
4472,Probable Cause,5/16/1986,Non-Fatal,Takeoff,VMC,"JAFFREY, NH",Accident
4473,Probable Cause,5/17/1986,Non-Fatal,Landing,VMC,"HARTSHORN, MO",Accident
4474,Probable Cause,5/18/1986,Non-Fatal,Landing,VMC,"SEBRING, FL",Accident
4475,Probable Cause,5/19/1986,Incident,Cruise,VMC,"MADERA, CA",Accident
4476,Probable Cause,5/20/1986,Non-Fatal,Takeoff,VMC,"FORGAN, OK",Accident
4477,Probable Cause,5/21/1986,Non-Fatal,Landing,VMC,"ALBANY, GA",Accident
4478,Probable Cause,5/22/1986,Non-Fatal,Cruise,VMC,"RENTON, WA",Accident
4479,Probable Cause,5/23/1986,Non-Fatal,Maneuvering,VMC,"REDLANDS, CA",Accident
4480,Probable Cause,5/24/1986,Non-Fatal,Approach,VMC,"GRENOLA, KS",Accident
4481,Probable Cause,5/25/1986,Non-Fatal,Landing,VMC,"FABENS, TX",Accident
4482,Probable Cause,5/26/1986,Non-Fatal,Landing,VMC,"MEXICAN HAT, UT",Accident
4483,Probable Cause,5/27/1986,Non-Fatal,Landing,VMC,"CANTWELL, AK",Accident
4484,Probable Cause,5/28/1986,Non-Fatal,Landing,VMC,"FRIDAY HARBOR, WA",Accident
4485,Probable Cause,5/29/1986,Fatal(2),Takeoff,VMC,"WAYMART, PA",Accident
4486,Probable Cause,5/30/1986,Fatal(1),Maneuvering,IMC,"FARMINGDALE, NY",Accident
4487,Probable Cause,5/31/1986,Non-Fatal,Takeoff,VMC,"STOVER, MO",Accident
4488,Probable Cause,6/1/1986,Non-Fatal,Landing,VMC,"WESLACO, TX",Accident
4489,Probable Cause,6/2/1986,Non-Fatal,Landing,VMC,"CLARKSON, NY",Accident
4490,Probable Cause,6/3/1986,Non-Fatal,Cruise,VMC,"MT. PLEASANT, IA",Accident
4491,Probable Cause,6/4/1986,Non-Fatal,Landing,VMC,"CHULA VISTA, CA",Accident
4492,Probable Cause,6/5/1986,Non-Fatal,Approach,VMC,"HAWTHORNE, CA",Accident
4493,Probable Cause,6/6/1986,Non-Fatal,Cruise,VMC,"ROSWELL, NM",Accident
4494,Probable Cause,6/7/1986,Non-Fatal,Cruise,VMC,"LYNCHBURG, VA",Accident
4495,Probable Cause,6/8/1986,Non-Fatal,Takeoff,VMC,"CORAM, NY",Accident
4496,Probable Cause,6/9/1986,Non-Fatal,Approach,VMC,"LINDEN, CA",Accident
4497,Probable Cause,6/10/1986,Non-Fatal,Landing,VMC,"GILROY, CA",Accident
4498,Probable Cause,6/11/1986,Non-Fatal,Taxi,VMC,"CALIFORNIA CITY, CA",Accident
4499,Probable Cause,6/12/1986,Non-Fatal,Landing,VMC,"PORT ARANSAS, TX",Accident
4500,Probable Cause,6/13/1986,Fatal(2),Cruise,VMC,"NEWTON, KS",Accident
4501,Probable Cause,6/14/1986,Fatal(3),Approach,VMC,"MOORE HAVEN, FL",Accident
4502,Probable Cause,6/15/1986,Fatal(3),Approach,VMC,"LONOKE, AR",Accident
4503,Probable Cause,6/16/1986,Non-Fatal,Go-around,VMC,"KRUM, TX",Accident
4504,Probable Cause,6/17/1986,Non-Fatal,Takeoff,VMC,"KENAI, AK",Accident
4505,Probable Cause,6/18/1986,Non-Fatal,Takeoff,VMC,"YREKE, CA",Accident
4506,Probable Cause,6/19/1986,Non-Fatal,Approach,VMC,"MURFREESBORO, TN",Accident
4507,Probable Cause,6/20/1986,Non-Fatal,Landing,VMC,"CLEWISTON, FL",Accident
4508,Probable Cause,6/21/1986,Non-Fatal,Maneuvering,VMC,"ERIE, CO",Accident
4509,Probable Cause,6/22/1986,Non-Fatal,Maneuvering,VMC,"SPRINGFIELD, IL",Accident
4510,Probable Cause,6/23/1986,Fatal(1),Maneuvering,VMC,"MONTICELLO, GA",Accident
4511,Probable Cause,6/24/1986,Non-Fatal,Landing,VMC,"ALPINE, WY",Accident
4512,Probable Cause,6/25/1986,Non-Fatal,Landing,VMC,"MILPITAS, CA",Accident
4513,Probable Cause,6/26/1986,Non-Fatal,Maneuvering,VMC,"MURIETTA, CA",Accident
4514,Probable Cause,6/27/1986,Non-Fatal,Landing,VMC,"QUANAH, TX",Accident
4515,Probable Cause,6/28/1986,Non-Fatal,Landing,VMC,"ELY, MN",Accident
4516,Probable Cause,6/29/1986,Non-Fatal,Approach,VMC,"GAYLORD, MI",Accident
4517,Probable Cause,6/30/1986,Non-Fatal,Takeoff,VMC,"FALLON, NV",Accident
4518,Probable Cause,7/1/1986,Non-Fatal,Landing,VMC,"HEALDSBURG, CA",Accident
4519,Probable Cause,7/2/1986,Non-Fatal,Landing,VMC,"LOGANSPORT, IN",Accident
4520,Probable Cause,7/3/1986,Non-Fatal,Maneuvering,VMC,"MILTON FREEWTR., OR",Accident
4521,Probable Cause,7/4/1986,Non-Fatal,Landing,VMC,"CAPE GIRARDEAU, MO",Accident
4522,Probable Cause,7/5/1986,Non-Fatal,Takeoff,VMC,"HESPERIA, CA",Accident
4523,Probable Cause,7/6/1986,Non-Fatal,Takeoff,VMC,"LONE PINE, CA",Accident
4524,Probable Cause,7/7/1986,Non-Fatal,Takeoff,VMC,"BENTONVILLE, AR",Accident
4525,Probable Cause,7/8/1986,Fatal(1),Unknown,VMC,"IOWA, LA",Accident
4526,Probable Cause,7/9/1986,Non-Fatal,Landing,VMC,"THORNDALE, TX",Accident
4527,Probable Cause,7/10/1986,Non-Fatal,Takeoff,VMC,"DETROIT, MI",Accident
4528,Probable Cause,7/11/1986,Non-Fatal,Landing,VMC,"RIVER FALLS, MN",Accident
4529,Probable Cause,7/12/1986,Non-Fatal,Maneuvering,VMC,"MIAMI, FL",Incident
4530,Probable Cause,7/13/1986,Fatal(2),Takeoff,VMC,"HUNTINGTON BEAC, CA",Incident
4531,Probable Cause,7/14/1986,Fatal(4),Cruise,IMC,"GILA BEND, AZ",Accident
4532,Probable Cause,7/15/1986,Non-Fatal,Maneuvering,VMC,"SAN ANGELO, TX",Accident
4533,Probable Cause,7/16/1986,Non-Fatal,Go-around,VMC,"NEPHI, UT",Accident
4534,Probable Cause,7/17/1986,Non-Fatal,Landing,VMC,"EATON RAPIDS, MI",Accident
4535,Probable Cause,7/18/1986,Non-Fatal,Maneuvering,VMC,"MOUNT VERNON, IL",Accident
4536,Probable Cause,7/19/1986,Fatal(1),Go-around,VMC,"LINCOLN, NE",Incident
4537,Probable Cause,7/20/1986,Fatal(2),Unknown,VMC,"WAUCHULA, FL",Accident
4538,Probable Cause,7/21/1986,Fatal(2),Maneuvering,VMC,"PARKER, AZ",Accident
4539,Probable Cause,7/22/1986,Fatal(4),Cruise,VMC,"IRAAN, TX",Accident
4540,Probable Cause,7/23/1986,Non-Fatal,Maneuvering,VMC,"YOUNGSTOWN, OH",Incident
4541,Probable Cause,7/24/1986,Non-Fatal,Cruise,VMC,"CLINTON, MO",Accident
4542,Probable Cause,7/25/1986,Non-Fatal,Takeoff,VMC,"BUCKEYE, AZ",Accident
4543,Probable Cause,7/26/1986,Non-Fatal,Maneuvering,VMC,"MOHAVE COUNTY, AZ",Accident
4544,Probable Cause,7/27/1986,Non-Fatal,Takeoff,VMC,"SOCORRO, NM",Accident
4545,Probable Cause,7/28/1986,Non-Fatal,Takeoff,VMC,"HOUMA, LA",Accident
4546,Probable Cause,7/29/1986,Non-Fatal,Cruise,VMC,"EVANSVILLE, IN",Accident
4547,Probable Cause,7/30/1986,Fatal(1),Maneuvering,VMC,"LANSING, MI",Accident
4548,Probable Cause,7/31/1986,Non-Fatal,Cruise,VMC,"RALEIGH, NC",Accident
4549,Probable Cause,8/1/1986,Non-Fatal,Maneuvering,VMC,"FITZGERALD, GA",Accident
4550,Probable Cause,8/2/1986,Fatal(1),Takeoff,VMC,"KENNESAW, GA",Accident
4551,Probable Cause,8/3/1986,Fatal(2),Descent,IMC,"GAINESVILLE, FL",Accident
4552,Probable Cause,8/4/1986,Non-Fatal,Landing,VMC,"TERRE HAUTE, IN",Accident
4553,Probable Cause,8/5/1986,Non-Fatal,Takeoff,VMC,"BROOKSVILLE, FL",Accident
4554,Probable Cause,8/6/1986,Non-Fatal,Climb,VMC,"LODI, CA",Accident
4555,Probable Cause,8/7/1986,Non-Fatal,Go-around,VMC,"GAITHERSBURG, MD",Accident
4556,Probable Cause,8/8/1986,Non-Fatal,Takeoff,VMC,"FORT VALLEY, GA",Accident
4557,Probable Cause,8/9/1986,Fatal(1),Maneuvering,VMC,"HUNTINGTON BCH, CA",Accident
4558,Probable Cause,8/10/1986,Fatal(2),Cruise,VMC,"GILBERT, AZ",Accident
4559,Probable Cause,8/11/1986,Non-Fatal,Maneuvering,VMC,"FURNACE CREEK, CA",Accident
4560,Probable Cause,8/12/1986,Non-Fatal,Landing,VMC,"AUSTIN, MN",Accident
4561,Probable Cause,8/13/1986,Non-Fatal,Landing,VMC,"MANVEL, TX",Accident
4562,Probable Cause,8/14/1986,Non-Fatal,Takeoff,VMC,"OLD BRIDGE, NJ",Accident
4563,Probable Cause,8/15/1986,Fatal(1),Cruise,IMC,"SPRINGFIELD, MO",Accident
4564,Probable Cause,8/16/1986,Non-Fatal,Descent,VMC,"MOUNDRIDGE, KS",Accident
4565,Probable Cause,8/17/1986,Non-Fatal,Approach,VMC,"ESCALANTE, UT",Accident
4566,Probable Cause,8/18/1986,Non-Fatal,Maneuvering,VMC,"WETUMPKA, AL",Accident
4567,Probable Cause,8/19/1986,Non-Fatal,Takeoff,VMC,"TWIN HILLS, AK",Accident
4568,Probable Cause,8/20/1986,Non-Fatal,Landing,VMC,"NEW BRAUNFELS, TX",Accident
4569,Probable Cause,8/21/1986,Non-Fatal,Takeoff,VMC,"FREDONIA, KS",Accident
4570,Probable Cause,8/22/1986,Non-Fatal,Maneuvering,VMC,"DENVER, MO",Accident
4571,Probable Cause,8/23/1986,Non-Fatal,Cruise,VMC,"MARYSVILLE, CA",Accident
4572,Probable Cause,8/24/1986,Fatal(1),Takeoff,VMC,"AFTON, OK",Accident
4573,Probable Cause,8/25/1986,Non-Fatal,Climb,VMC,"MINONK, IL",Accident
4574,Probable Cause,8/26/1986,Non-Fatal,Cruise,VMC,"NEW ALBANY, MS",Accident
4575,Probable Cause,8/27/1986,Non-Fatal,Landing,VMC,"GASTONIA, NC",Accident
4576,Probable Cause,8/28/1986,Non-Fatal,Landing,VMC,"SMITHFIELD, OH",Accident
4577,Probable Cause,8/29/1986,Non-Fatal,Landing,VMC,"CHICAGO, IL",Accident
4578,Probable Cause,8/30/1986,Non-Fatal,Maneuvering,VMC,"LYNCHBURG, VA",Accident
4579,Probable Cause,8/31/1986,Non-Fatal,Taxi,VMC,"TURNERS FALLS, MA",Accident
4580,Probable Cause,9/1/1986,Non-Fatal,Takeoff,VMC,"FALL RIVER, MA",Accident
4581,Probable Cause,9/2/1986,Incident,Descent,VMC,"BASTROP, LA",Accident
4582,Probable Cause,9/3/1986,Incident,Unknown,VMC,"MORA, MN",Accident
4583,Probable Cause,9/4/1986,Non-Fatal,Approach,VMC,"CERESCO, MI",Accident
4584,Probable Cause,9/5/1986,Non-Fatal,Approach,VMC,"ARKANSAS CITY, KS",Incident
4585,Probable Cause,9/6/1986,Non-Fatal,Cruise,IMC,"PEMBROKE PINES, FL",Accident
